Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
TI,Morcote,it,723,259.1397849,12.03319502,60.44260028,27.5242047,393,2.79,16.18705036,2.517985612,81.29496403,0,2714000,1087300,466
TI,Muzzano,it,819,528.3870968,16.84981685,59.0964591,24.05372405,361,1.56,48.02631579,18.42105263,17.76315789,15.78947368,2715000,1095100,311
TI,Neggio,it,329,369.6629213,17.32522796,63.2218845,19.45288754,137,0.89,22.89156627,10.84337349,65.06024096,1.204819277,2711600,1093900,391
TI,Novaggio,it,852,195.862069,19.1314554,59.27230047,21.59624413,379,4.34,10.62355658,13.16397229,75.2886836,0.923787529,2709700,1096400,753
TI,Origlio,it,1458,700.9615385,22.56515775,59.05349794,18.38134431,583,2.08,27.88461538,12.98076923,54.80769231,4.326923077,2716500,1101400,448
TI,Paradiso,it,4247,4771.910112,16.36449258,62.23216388,21.40334354,2220,0.89,61.17647059,4.705882353,32.94117647,1.176470588,2716700,1094400,321
TI,Ponte Capriasca,it,1902,308.2658023,23.23869611,58.20189274,18.55941115,777,6.17,8.85668277,12.23832528,52.49597424,26.40901771,2717000,1102300,1396
TI,Ponte Tresa,it,800,1951.219512,14,60.25,25.75,417,0.42,51.2195122,2.43902439,41.46341463,4.878048781,2710100,1091800,341
TI,Porza,it,1579,1012.179487,19.3160228,60.92463585,19.75934136,689,1.56,44.80519481,14.93506494,40.25974026,0,2717300,1098500,452
TI,Pura,it,1341,441.1184211,19.2393736,59.20954512,21.55108128,589,3.04,17.79935275,9.385113269,71.197411,1.618122977,2710900,1093600,431
TI,Rovio,it,839,149.8214286,16.68653159,61.50178784,21.81168057,379,5.6,6.914893617,6.914893617,79.25531915,6.914893617,2720200,1088000,803
TI,Savosa,it,2213,2950.666667,20.51513782,57.70447357,21.78038861,977,0.74,74.66666667,12,12,1.333333333,2717000,1097800,405
TI,Sessa,it,687,239.3728223,17.17612809,56.33187773,26.49199418,326,2.88,13.10344828,25.86206897,60.34482759,0.689655172,2706900,1095200,448
TI,Sorengo,it,1774,2087.058824,22.54791432,56.82074408,20.6313416,701,0.85,60,20,17.64705882,2.352941177,2715900,1095000,362
TI,Capriasca,it,6707,184.3595382,20.35187118,59.17697928,20.47114955,2852,36.38,7.140887786,21.03666942,65.12269093,6.699751861,2718200,1102900,1000
TI,Torricella-Taverne,it,3087,588,20.63492063,59.76676385,19.59831552,1275,5.25,19.84877127,8.695652174,69.94328923,1.512287335,2715500,1102600,627
TI,Vernate,it,592,392.0529801,19.42567568,63.85135135,16.72297297,274,1.51,18.42105263,5.263157895,74.34210526,1.973684211,2712100,1094700,592
TI,Vezia,it,1914,1376.978417,19.95820272,59.2476489,20.79414838,846,1.39,60.14492754,16.66666667,23.1884058,0,2716100,1097900,340
TI,Vico Morcote,it,405,205.5837563,19.25925926,59.50617284,21.2345679,191,1.97,15.38461538,12.82051282,71.79487179,0,2715000,1087600,535
TI,Collina d'Oro,it,4895,797.2312704,23.04392237,55.52604699,21.43003064,2020,6.15,38.61066236,11.14701131,48.30371567,1.938610662,2714600,1093400,403
TI,Alto Malcantone,it,1405,63.68993654,19.14590747,59.21708185,21.63701068,615,22.06,3.490480508,15.593835,68.31368994,12.60199456,2713200,1100700,1091
TI,Monteceneri,it,4520,125.2771619,19.69026549,62.69911504,17.61061947,1951,36.08,9.166666667,8.75,76.94444444,5.138888889,2714600,1108500,817
TI,Balerna,it,3267,1291.304348,16.80440771,58.43281298,24.76277931,1561,2.53,83.00395257,9.881422925,5.533596838,1.581027668,2721800,1078700,255
TI,Castel San Pietro,it,2159,182.347973,19.08290875,57.10977304,23.8073182,957,11.82,9.245122986,21.03477523,67.9389313,1.781170484,2721900,1080200,721
TI,Chiasso,it,7979,1491.401869,15.91678155,57.47587417,26.60734428,4143,5.35,36.41509434,14.1509434,48.67924528,0.754716981,2723400,1077200,332
TI,Coldrerio,it,2939,1194.715447,16.16195985,59.03368493,24.80435522,1305,2.46,43.14516129,42.33870968,14.51612903,0,2720300,1079200,344
TI,Mendrisio,it,14942,470.31791,17.43407844,59.00147236,23.5644492,6932,31.77,21.27994956,16.58259773,61.00252207,1.134930643,2720000,1081000,576
TI,Morbio Inferiore,it,4576,2024.778761,18.94667832,57.99825175,23.05506993,2037,2.26,57.89473684,20.1754386,19.29824561,2.631578947,2722600,1079200,310
TI,Novazzano,it,2380,455.0669216,16.72268908,58.02521008,25.25210084,1031,5.23,27.44721689,40.49904031,30.90211132,1.151631478,2719900,1077800,343
TI,Riva San Vitale,it,2646,437.3553719,18.02721088,60.09070295,21.88208617,1180,6.08,15.78947368,10.19736842,72.53289474,1.480263158,2718800,1085000,437
TI,Stabio,it,4591,746.504065,20.75800479,60.09583969,19.14615552,1902,6.15,35.38961039,33.92857143,28.8961039,1.785714286,2716500,1078800,363
TI,Vacallo,it,3398,2071.95122,17.71630371,58.65214832,23.63154797,1547,1.64,52.43902439,14.02439024,32.92682927,0.609756098,2724000,1078600,349
TI,Breggia,it,1988,78.02197802,16.95171026,58.95372233,24.0945674,898,25.5,4.06567631,13.33072713,81.89992181,0.703674746,2722900,1080100,824
TI,Biasca,it,6115,103.4862075,19.05151267,57.43254293,23.5159444,2665,59,5.505675081,10.45231238,46.62036253,37.42165001,2717900,1135500,1590
TI,Riviera,,4220,48.7804878,20.07109005,61.44549763,18.48341232,1774,86.58,4.008316969,7.034769551,65.55388703,23.40302645,2718700,1128900,1458
TI,Bosco/Gurin,it,46,2.08995911,8.695652174,60.86956522,30.43478261,25,22.01,0.635785649,24.38692098,30.88101726,44.09627611,2681100,1130000,2019
TI,Campo (Vallemaggia),it,53,1.223735858,3.773584906,60.37735849,35.8490566,33,43.31,0.806265837,8.500345543,50.01151808,40.68187054,2681400,1126900,1805
TI,Cerentino,it,45,2.23880597,13.33333333,53.33333333,33.33333333,26,20.1,1.343283582,4.975124378,71.74129353,21.94029851,2685300,1128800,1498
TI,Cevio,it,1159,7.660277594,16.73856773,58.0672994,25.19413287,538,151.3,0.971451229,5.967486122,37.10679355,55.9542691,2689500,1130100,1888
TI,Linescio,it,48,7.207207207,2.083333333,72.91666667,25,29,6.66,1.515151515,2.727272727,70.15151515,25.60606061,2688200,1129200,1296
TI,Maggia,it,2592,23.31983806,19.17438272,58.17901235,22.64660494,1156,111.15,2.104884411,4.560582891,70.00989476,23.32463794,2697900,1122500,1222
TI,Lavizzara,it,509,2.71423239,15.12770138,56.18860511,28.68369352,231,187.53,0.746547219,10.84093212,35.05039194,53.36212873,2694000,1136900,1936
TI,Avegno Gordevio,it,1518,55.5636896,21.60737813,58.82740448,19.56521739,611,27.32,3.6996337,9.194139194,66.41025641,20.6959707,2700700,1120400,1167
TI,Terre di Pedemonte,it,2589,223.3822261,19.1193511,58.3236771,22.5569718,1119,11.59,10.82251082,6.060606061,69.6969697,13.41991342,2699800,1115800,535
TI,Centovalli,it,1147,21.48342386,13.16477768,57.27986051,29.55536181,563,53.5,2.392970649,4.598990466,78.14544775,14.86259114,2697400,1114800,909
TI,Gambarogno,it,5192,100.2316602,17.41140216,59.07164869,23.51694915,2384,51.8,8.47031522,9.224521369,75.84606459,6.45909882,2709600,1111700,941
VD,Aigle,fr,10119,616.6361974,22.46269394,60.25298943,17.28431663,4406,16.41,25.45454545,33.93939394,37.15151515,3.454545455,2563600,1129700,404
VD,Bex,fr,7771,80.4701253,23.53622442,58.21644576,18.24732982,3370,96.57,4.636241333,26.74117769,33.59205216,35.03052882,2567300,1122200,1604
VD,Chessel,fr,426,120,19.95305164,64.78873239,15.25821596,178,3.55,11.04815864,62.60623229,20.67988669,5.66572238,2558100,1133300,377
VD,Corbeyrier,fr,438,19.90909091,17.80821918,50.456621,31.73515982,205,22,2.26963232,36.17793917,54.42578302,7.126645483,2563200,1133400,1477
VD,Gryon,fr,1332,87.51642576,19.66966967,58.48348348,21.84684685,649,15.22,11.23521682,28.31800263,52.16819974,8.278580815,2571000,1124800,1460
VD,Lavey-Morcles,fr,946,66.61971831,21.56448203,59.40803383,19.02748414,458,14.2,5.155367232,18.36158192,62.92372881,13.55932203,2567700,1118700,1257
VD,Leysin,fr,3970,213.7856758,24.43324937,62.31738035,13.24937028,1304,18.57,7.713052859,34.89751888,37.37864078,20.01078749,2567000,1132500,1494
VD,Noville,fr,1118,107.6034649,25.2236136,61.27012522,13.50626118,417,10.39,8.461538462,41.44230769,35.19230769,14.90384615,2558600,1136900,374
VD,Ollon,fr,7463,125.3022163,26.50408683,55.28607798,18.20983519,3058,59.55,10.58289938,40.11422812,45.45607257,3.846799933,2568500,1127400,1200
VD,Ormont-Dessous,fr,1120,17.46997348,17.94642857,60.89285714,21.16071429,566,64.11,3.198127925,38.90795632,45.42901716,12.4648986,2570200,1134600,1488
VD,Ormont-Dessus,fr,1448,23.51031012,16.16022099,56.35359116,27.48618785,693,61.59,3.587662338,33.49025974,32.84090909,30.08116883,2578000,1133600,1666
VD,Rennaz,fr,825,376.7123288,23.63636364,62.06060606,14.3030303,339,2.19,31.19266055,66.51376147,1.834862385,0.458715596,2560000,1136200,377
VD,Roche (VD),fr,1776,275.3488372,26.46396396,60.36036036,13.17567568,731,6.45,17.13395639,51.24610592,29.90654206,1.713395639,2561000,1134500,379
VD,Villeneuve (VD),fr,5773,180.5190744,22.345401,60.8522432,16.80235579,2504,31.98,8.21361649,26.73329169,54.99687695,10.05621487,2560600,1138600,1357
VD,Yvorne,fr,1064,87.21311475,20.30075188,62.03007519,17.66917293,462,12.2,9.688013136,47.53694581,39.4909688,3.28407225,2563200,1131200,392
VD,Apples,fr,1468,113.9751553,24.52316076,56.19891008,19.27792916,575,12.88,6.341840681,45.86233565,47.79582367,0,2522500,1156200,663
VD,Aubonne,fr,3241,345.5223881,22.369639,61.49336625,16.13699475,1363,9.38,17.57188498,63.79126731,17.67838126,0.958466454,2519600,1149800,532
VD,Ballens,fr,537,63.55029586,24.20856611,59.2178771,16.5735568,215,8.45,5.707491082,63.85255648,29.36979786,1.070154578,2518400,1156500,692
VD,Berolle,fr,305,31.73777315,25.24590164,62.29508197,12.45901639,111,9.61,2.596053998,35.92938733,61.16303219,0.31152648,2515500,1156900,1133
VD,Bière,fr,1590,63.44772546,22.20125786,60.25157233,17.54716981,678,25.06,6.751897723,38.31402317,51.41829804,3.515781063,2515200,1154600,820
VD,Bougy-Villars,fr,488,275.7062147,23.1557377,57.17213115,19.67213115,194,1.77,39.3258427,38.20224719,22.47191011,0,2516800,1148100,647
VD,Féchy,fr,861,318.8888889,24.85481998,59.00116144,16.14401858,340,2.7,23.04832714,70.26022305,6.319702602,0.371747212,2518000,1148300,441
VD,Gimel,fr,2190,115.9957627,24.01826484,58.58447489,17.39726027,879,18.88,5.711263882,32.0994183,61.50185087,0.687466949,2513200,1151500,890
VD,Longirod,fr,478,50.58201058,21.33891213,60.87866109,17.78242678,197,9.45,3.270042194,39.02953587,57.38396624,0.316455696,2509400,1149900,924
VD,Marchissy,fr,463,38.64774624,24.19006479,61.77105832,14.03887689,181,11.98,2.847571189,31.99329983,65.07537688,0.083752094,2508500,1149200,1106
VD,Mollens (VD),fr,283,25.75068244,19.08127208,64.31095406,16.60777385,114,10.99,2.26039783,46.74502712,50.27124774,0.723327306,2517100,1159000,773
VD,Montherod,fr,534,107.6612903,24.53183521,64.23220974,11.23595506,198,4.96,7.459677419,46.57258065,45.36290323,0.60483871,2517700,1150300,643
VD,Saint-George,fr,1032,83.83428107,24.2248062,59.10852713,16.66666667,409,12.32,5.762987013,17.69480519,76.37987013,0.162337662,2509600,1152100,1081
VD,Saint-Livres,fr,689,84.85221675,22.78664731,63.28011611,13.93323657,299,8.12,6.658446363,49.56843403,42.90998767,0.863131936,2519300,1151300,636
VD,Saint-Oyens,fr,446,145.751634,29.14798206,60.98654709,9.865470852,155,3.06,4.934210526,56.57894737,38.48684211,0,2513300,1150300,758
VD,Saubraz,fr,418,112.6684636,30.38277512,61.00478469,8.612440191,148,3.71,7.046070461,46.34146341,45.79945799,0.81300813,2514900,1152100,690
VD,Avenches,fr,4294,220.5444273,22.1006055,61.92361435,15.97578016,1791,19.47,18.4251158,64.17910448,16.46937725,0.92640247,2569600,1192200,443
VD,Cudrefin,fr,1633,105.2869117,23.75995101,61.35946111,14.88058788,685,15.51,8.151476252,61.48908858,23.17073171,7.188703466,2568100,1200600,455
VD,Faoug,fr,904,259.7701149,20.46460177,66.37168142,13.16371681,410,3.48,19.19770774,54.7277937,24.92836676,1.146131805,2572500,1195300,450
VD,Vully-les-Lacs,fr,3151,150.6214149,20.50142812,60.36178991,19.13678197,1385,20.92,11.86602871,67.84688995,17.55980861,2.727272727,2568300,1196500,483
VD,Bettens,fr,590,157.7540107,25.59322034,68.13559322,6.271186441,231,3.74,12.23404255,72.87234043,14.62765957,0.265957447,2534000,1164400,582
VD,Bournens,fr,402,102.8132992,27.6119403,57.46268657,14.92537313,160,3.91,7.455012854,74.80719794,16.19537275,1.542416452,2532900,1161800,558
VD,Boussens,fr,969,306.6455696,24.35500516,63.26109391,12.38390093,355,3.16,9.119496855,77.67295597,13.20754717,0,2534400,1161700,591
VD,La Chaux (Cossonay),fr,410,60.83086053,24.63414634,58.29268293,17.07317073,164,6.74,6.203840473,76.21861152,16.98670606,0.59084195,2526000,1163400,581
VD,Chavannes-le-Veyron,fr,142,53.78787879,19.01408451,67.6056338,13.38028169,56,2.64,6.015037594,68.42105263,24.81203008,0.751879699,2524300,1162100,612
VD,Chevilly,fr,314,80.71979434,25.79617834,62.10191083,12.10191083,136,3.89,5.497382199,75.91623037,18.32460733,0.261780105,2526300,1166200,581
VD,Cossonay,fr,3876,468.115942,22.78121775,64.03508772,13.18369453,1678,8.28,14.09477521,62.45443499,23.20777643,0.243013366,2528700,1162900,569
VD,Cottens (VD),fr,486,206.8085106,25.51440329,57.61316872,16.87242798,182,2.35,11.15702479,73.96694215,14.87603306,0,2524600,1158500,582
VD,Cuarnens,fr,478,67.04067321,23.43096234,62.13389121,14.43514644,192,7.13,4.674220963,64.73087819,30.45325779,0.14164306,2523400,1164300,637
VD,Daillens,fr,1027,186.0507246,24.92697176,63.87536514,11.1976631,413,5.52,14.38979964,65.39162113,20.03642987,0.182149363,2531800,1163600,508
VD,Dizy,fr,222,73.02631579,25.67567568,62.61261261,11.71171171,83,3.04,7.491856678,70.03257329,22.14983713,0.325732899,2527800,1165300,567
VD,Eclépens,fr,1213,209.137931,23.16570486,63.14921682,13.68507832,488,5.8,19.93127148,52.74914089,26.11683849,1.202749141,2530100,1167200,463
VD,Ferreyres,fr,309,97.78481013,25.88996764,61.16504854,12.94498382,116,3.16,5.642633229,52.03761755,41.06583072,1.253918495,2527000,1167900,584
VD,Gollion,fr,941,172.6605505,21.89160468,62.48671626,15.62167906,402,5.45,8.211678832,80.2919708,11.31386861,0.182481752,2528700,1159800,494
VD,Grancy,fr,398,70.19400353,23.86934673,61.80904523,14.32160804,156,5.67,4.795737123,68.56127886,26.46536412,0.177619893,2525400,1160600,587
VD,L'Isle,fr,1001,61.71393342,20.77922078,59.74025974,19.48051948,420,16.22,5.350553506,47.90897909,46.49446494,0.24600246,2521300,1163000,772
VD,Lussery-Villars,fr,462,123.5294118,20.12987013,67.53246753,12.33766234,204,3.74,6.684491979,82.62032086,9.893048128,0.802139037,2530100,1164800,493
VD,Mauraz,fr,59,118,16.94915254,69.49152542,13.55932203,24,0.5,8.510638298,78.72340426,12.76595745,0,2522300,1162000,651
VD,Mex (VD),fr,725,256.1837456,20.96551724,61.79310345,17.24137931,305,2.83,16.55172414,54.48275862,28.96551724,0,2532000,1158900,521
VD,Moiry,fr,310,46.54654655,23.5483871,58.70967742,17.74193548,123,6.66,3.293413174,41.46706587,55.23952096,0,2524600,1166900,661
VD,Mont-la-Ville,fr,465,23.49671551,23.22580645,58.06451613,18.70967742,183,19.79,2.927814235,44.5229682,52.29681979,0.252397779,2521200,1166600,1090
VD,Montricher,fr,949,36.47194466,20.33719705,63.11907271,16.54373024,408,26.02,3.044315992,38.7283237,57.41811175,0.809248555,2518700,1161500,1066
VD,Orny,fr,368,66.30630631,23.36956522,60.59782609,16.0326087,140,5.55,6.896551724,76.04355717,16.15245009,0.907441016,2530200,1168900,454
VD,Pampigny,fr,1114,100.4508566,24.32675045,62.56732496,13.1059246,444,11.09,5.04050405,57.60576058,36.63366337,0.720072007,2522500,1159300,657
VD,Penthalaz,fr,3283,848.3204134,22.17484009,61.80322875,16.02193116,1414,3.87,25.45454545,56.1038961,16.88311688,1.558441558,2530200,1162900,470
VD,Penthaz,fr,1749,455.46875,23.21326472,61.5780446,15.20869068,713,3.84,17.14285714,66.75324675,13.50649351,2.597402597,2531000,1161400,491
VD,Pompaples,fr,847,190.7657658,25.97402597,58.32349469,15.70247934,331,4.44,9.45945946,70.94594595,18.69369369,0.900900901,2529000,1168800,498
VD,La Sarraz,fr,2595,337.012987,23.93063584,62.69749518,13.37186898,1088,7.7,11.87096774,48,39.22580645,0.903225807,2529100,1167800,529
VD,Senarclens,fr,488,122.9219144,25.6147541,57.17213115,17.21311475,180,3.97,7.088607595,87.84810127,5.063291139,0,2527200,1161500,571
VD,Sévery,fr,225,94.53781513,17.77777778,68.44444444,13.77777778,95,2.38,5.833333333,83.75,10.41666667,0,2523300,1158700,604
VD,Sullens,fr,1036,264.9616368,21.71814672,61.77606178,16.50579151,404,3.91,16.41025641,71.02564103,12.56410256,0,2533100,1160600,586
VD,Vufflens-la-Ville,fr,1299,241.4498141,23.78752887,59.19938414,17.01308699,508,5.38,13.7037037,61.48148148,22.96296296,1.851851852,2531100,1158900,458
VD,Assens,fr,1077,201.6853933,24.41968431,60.07428041,15.50603528,428,5.34,9.22787194,79.47269303,11.11111111,0.188323917,2537500,1162700,641
VD,Bercher,fr,1238,289.9297424,24.79806139,60.09693053,15.10500808,493,4.27,16.27358491,56.83962264,26.17924528,0.70754717,2544300,1171400,625
VD,Bioley-Orjulaz,fr,512,164.1025641,19.53125,70.3125,10.15625,198,3.12,10.67961165,70.55016181,17.79935275,0.970873786,2535700,1163600,595
VD,Bottens,fr,1297,188.5174419,24.51811874,63.14572089,12.33616037,513,6.88,7.636887608,71.61383285,20.17291066,0.576368876,2540300,1163300,732
VD,Bretigny-sur-Morrens,fr,841,293.0313589,23.18668252,65.87395957,10.93935791,368,2.87,10.91549296,65.14084507,23.94366197,0,2538900,1161100,713
VD,Cugy (VD),fr,2739,941.2371134,25.33771449,59.47426068,15.18802483,1050,2.91,26.20689655,36.20689655,37.5862069,0,2538800,1159400,715
VD,Echallens,fr,5740,861.8618619,24.16376307,60.47038328,15.36585366,2312,6.66,21.97309417,63.82660688,13.15396114,1.046337818,2538400,1165800,625
VD,Essertines-sur-Yverdon,fr,1023,104.8155738,26.88172043,59.13978495,13.97849462,399,9.75,6.045081967,67.93032787,25.71721311,0.307377049,2538800,1174000,604
VD,Etagnières,fr,1116,295.2380952,24.91039427,61.82795699,13.26164875,462,3.78,10.37234043,74.46808511,14.89361702,0.265957447,2536700,1161300,612
VD,Fey,fr,735,100.1362398,27.61904762,59.31972789,13.06122449,255,7.34,5.652759085,67.83310902,26.24495289,0.269179004,2542200,1169600,645
VD,Froideville,fr,2579,364.2655367,25.94028693,60.72120977,13.3385033,1038,7.08,10.11396011,38.46153846,51.42450142,0,2542100,1161300,841
VD,Morrens (VD),fr,1078,293.73297,24.67532468,56.12244898,19.20222635,418,3.67,15.09433962,65.22911051,19.67654987,0,2537800,1160300,684
VD,Oulens-sous-Echallens,fr,616,104.9403748,25.16233766,60.22727273,14.61038961,237,5.87,10.73253833,64.39522998,24.87223169,0,2534000,1166000,588
VD,Pailly,fr,560,97.05372617,26.25,61.96428571,11.78571429,207,5.77,6.597222222,75.34722222,17.88194444,0.173611111,2541600,1172500,653
VD,Penthéréaz,fr,422,74.29577465,24.64454976,63.27014218,12.08530806,160,5.68,5.429071804,64.2732049,30.12259194,0.175131349,2536100,1170400,610
VD,Poliez-Pittet,fr,847,169.0618762,24.20306966,62.92798111,12.86894923,313,5.01,9.255533199,55.33199195,35.41247485,0,2542000,1164300,784
VD,Rueyres,fr,254,127,29.92125984,55.51181102,14.56692913,96,2,11.05527638,70.35175879,18.59296482,0,2542800,1171700,604
VD,Saint-Barthélemy (VD),fr,781,189.5631068,21.63892446,65.30089629,13.06017926,291,4.12,7.246376812,80.43478261,12.07729469,0.241545894,2535800,1165200,593
VD,Villars-le-Terroir,fr,1212,170.9449929,26.07260726,60.72607261,13.20132013,471,7.09,8.823529412,76.61064426,14.56582633,0,2538800,1167600,639
VD,Vuarrens,fr,1004,111.9286511,29.38247012,59.76095618,10.85657371,341,8.97,5.474860335,70.72625698,23.79888268,0,2539500,1170800,659
VD,Montilliez,fr,1780,150.084317,23.59550562,63.03370787,13.37078652,735,11.86,7.263513514,71.11486486,21.62162162,0,2540700,1165400,685
VD,Goumoëns,fr,1119,104.6772685,28.50759607,55.85344057,15.63896336,391,10.69,7.122774133,72.16494845,20.33739456,0.374882849,2536100,1167800,607
VD,Bonvillars,fr,505,67.15425532,22.37623762,58.21782178,19.40594059,204,7.52,6.542056075,48.46461949,44.32576769,0.667556742,2541400,1187800,700
VD,Bullet,fr,655,38.94173603,16.94656489,54.19847328,28.85496183,310,16.82,5.266272189,47.4556213,46.56804734,0.710059172,2532500,1187000,1229
VD,Champagne,fr,1035,264.0306122,25.12077295,63.57487923,11.30434783,408,3.92,9.974424552,51.91815857,36.06138107,2.046035806,2540500,1187000,501
VD,Concise,fr,995,87.51099384,23.71859296,58.49246231,17.78894472,436,11.37,8.963093146,24.51669596,66.25659051,0.263620387,2545200,1189400,667
VD,Corcelles-près-Concise,fr,403,99.26108374,23.57320099,61.29032258,15.13647643,164,4.06,12.56157635,45.56650246,41.87192118,0,2544300,1188700,500
VD,Fiez,fr,448,65.59297218,27.00892857,58.25892857,14.73214286,173,6.83,2.936857562,62.11453744,34.65491924,0.293685756,2537900,1186600,1324
VD,Fontaines-sur-Grandson,fr,218,27.73536896,26.60550459,61.9266055,11.46788991,82,7.86,2.395964691,47.16267339,50.0630517,0.378310214,2537500,1187400,1200
VD,Giez,fr,410,86.13445378,20.24390244,60.73170732,19.02439024,167,4.76,5.660377359,58.28092243,35.42976939,0.628930818,2537400,1184800,550
VD,Grandevent,fr,238,69.18604651,22.68907563,60.92436975,16.38655462,92,3.44,3.197674419,45.05813953,51.74418605,0,2536500,1187800,1090
VD,Grandson,fr,3357,427.6433121,21.17962466,62.10902592,16.71134942,1434,7.85,24.07643312,64.96815287,8.662420382,2.292993631,2539400,1184400,460
VD,Mauborget,fr,122,22.10144928,13.93442623,56.55737705,29.50819672,59,5.52,4.166666667,25.54347826,70.10869565,0.18115942,2537300,1189700,1239
VD,Mutrux,fr,158,48.91640867,26.58227848,58.86075949,14.55696203,56,3.23,3.416149068,34.47204969,62.11180124,0,2545800,1192600,805
VD,Novalles,fr,101,49.02912621,22.77227723,56.43564356,20.79207921,42,2.06,4.47761194,47.26368159,48.25870647,0,2535700,1186700,583
VD,Onnens (VD),fr,493,95.91439689,22.31237323,59.43204868,18.25557809,202,5.14,9.161793372,41.91033138,48.92787524,0,2542700,1187900,544
VD,Provence,fr,373,11.70747018,14.4772118,61.66219839,23.86058981,169,31.86,2.195734003,54.48557089,43.06775408,0.250941029,2545700,1193500,1210
VD,Sainte-Croix,fr,4863,123.2074994,19.35019535,56.22044006,24.42936459,2429,39.47,6.986788618,41.2347561,49.77134146,2.007113821,2528500,1186100,1114
VD,Tévenon,fr,876,61.34453782,23.05936073,57.30593607,19.6347032,360,14.28,3.074772886,40.67085954,56.04472397,0.209643606,2538100,1188700,1214
VD,Belmont-sur-Lausanne,fr,3724,1405.283019,23.54994629,62.40601504,14.04403867,1494,2.65,33.7164751,35.63218391,30.651341,0,2541700,1152400,711
VD,Cheseaux-sur-Lausanne,fr,4343,948.2532751,22.15058715,62.42228874,15.42712411,1813,4.58,24.12280702,60.74561404,14.69298246,0.438596491,2536100,1159600,589
VD,Crissier,fr,7930,1441.818182,23.40479193,63.25346784,13.34174023,3132,5.5,48.18181818,25.27272727,26.36363636,0.181818182,2534000,1156300,478
VD,Epalinges,fr,9611,2098.471616,23.30662782,60.0041619,16.68921028,4051,4.58,56.18221258,18.65509761,25.1626898,0,2541400,1155700,783
VD,Jouxtens-Mézery,fr,1470,761.6580311,23.06122449,56.73469388,20.20408163,529,1.93,47.91666667,41.14583333,10.9375,0,2535600,1156000,525
VD,Lausanne,fr,139111,3361.793137,19.56998368,65.735995,14.69402132,68940,41.38,44.69422287,16.05027798,39.06212231,0.193376843,2538200,1152400,667
VD,Le Mont-sur-Lausanne,fr,8523,869.6938776,24.08776252,60.82365364,15.08858383,3322,9.8,30.24691358,51.54320988,18.20987654,0,2538400,1156800,703
VD,Paudex,fr,1504,3069.387755,17.08776596,60.83776596,22.07446809,716,0.49,80,8,10,2,2541000,1150800,422
VD,Prilly,fr,12399,5635.909091,19.65481087,62.02113074,18.32405839,6115,2.2,82.19178082,10.95890411,6.849315069,0,2536100,1154100,498
VD,Pully,fr,18313,3119.761499,19.82198438,57.31447606,22.86353956,8445,5.86,55.21885522,20.2020202,23.90572391,0.673400673,2540200,1151300,533
VD,Renens (VD),fr,20927,7093.898305,21.18793903,64.30926554,14.50279543,9322,2.95,94.23728814,3.389830509,2.372881356,0,2534100,1154400,428
VD,Romanel-sur-Lausanne,fr,3309,1148.958333,21.21486854,60.25989725,18.52523421,1446,2.88,37.32876712,58.90410959,3.767123288,0,2536000,1157300,607
VD,Chexbres,fr,2239,1041.395349,20.58954891,56.40911121,23.00133988,1002,2.15,32.27272727,50.90909091,16.36363636,0.454545455,2549200,1148100,617
VD,Forel (Lavaux),fr,2078,112.2636413,22.37728585,61.30895091,16.31376323,875,18.51,7.792207792,64.23160173,27.65151515,0.324675325,2548700,1154600,727
VD,Lutry,fr,10290,1216.312057,19.26141885,58.06608358,22.67249757,4478,8.46,35.82443654,43.41637011,20.04744958,0.711743772,2542300,1150500,621
VD,Puidoux,fr,2880,125.984252,23.81944444,63.22916667,12.95138889,1177,22.86,10.39473684,62.54385965,24.25438596,2.807017544,2549700,1150200,696
VD,Rivaz,fr,358,1154.83871,19.83240223,60.05586592,20.11173184,154,0.31,27.5862069,72.4137931,0,0,2549300,1147400,435
VD,Saint-Saphorin (Lavaux),fr,392,440.4494382,25.51020408,57.90816327,16.58163265,170,0.89,31.03448276,56.32183908,12.64367816,0,2550600,1147100,584
VD,Savigny,fr,3357,209.6814491,21.62645219,59.75573429,18.61781352,1379,16.01,12.17391304,57.39130435,30.37267081,0.062111801,2545800,1154400,835
VD,Bourg-en-Lavaux,fr,5369,556.9502075,19.6125908,59.47103744,20.91637176,2337,9.65,24.38016529,62.80991736,11.88016529,0.929752066,2544500,1149500,656
VD,Aclens,fr,535,137.1794872,22.61682243,63.36448598,14.01869159,205,3.9,16.92307692,68.46153846,13.84615385,0.769230769,2528800,1157800,461
VD,Bremblens,fr,548,188.3161512,27.00729927,56.56934307,16.42335766,189,2.91,12.24489796,67.34693878,20.06802721,0.340136054,2529400,1155400,455
VD,Buchillon,fr,651,310,20.89093702,56.83563748,22.2734255,259,2.1,25.82159624,41.31455399,31.45539906,1.408450704,2521800,1147000,387
VD,Bussigny,fr,8736,1816.216216,21.76053114,63.99954212,14.23992674,3718,4.81,48.32635983,33.68200837,16.94560669,1.046025105,2532000,1155800,429
VD,Bussy-Chardonney,fr,375,122.1498371,22.13333333,60,17.86666667,150,3.07,10.52631579,80.92105263,8.552631579,0,2523500,1153600,524
